Glottocode,Language,Family,Ergon_ID,,Source_comment,Value,Comment
kara1487,Karao,Austronesian,GB409_1,Is there an overt marker for the absolutive?,"Brainard, 1993, p. 132",1,ABS: -'i
kara1487,Karao,Austronesian,GB409_2,Is there ergative alignment of flagging on first person pronouns?,"Brainard, 1993, p. 376",,
kara1487,Karao,Austronesian,GB409_3,Is there ergative alignment of flagging on second person pronouns?,"Brainard, 1993, p. 405",1,
kara1487,Karao,Austronesian,GB409_4,Is there ergative alignment of flagging on third person pronouns?,"Brainard, 1993, p. 173",1,
kara1487,Karao,Austronesian,GB409_5,Is there ergative alignment of flagging on full NPs?,"Brainard, 1993, p. 173",1,
kara1487,Karao,Austronesian,GB409_6,Is there ergative alignment of flagging in the imperfective aspect?,"Brainard, 1993, p. 354",1,
kara1487,Karao,Austronesian,GB409_7,Is there ergative alignment of flagging in the perfective aspect?,"Brainard, 1993, p. 410",1,
kara1487,Karao,Austronesian,GB409_8,Is there ergative alignment of flagging in the past tense?,"Brainard, 1993, p. 395",1,
kara1487,Karao,Austronesian,GB409_9,Is there ergative alignment of flagging in non-past tenses?,"Brainard, 1993, p. 173",1,futuro
kara1487,Karao,Austronesian,GB409_10,Is there ergative alignment of flagging in the indicative mood?,"Brainard, 1993, p. 173, 440",1,
kara1487,Karao,Austronesian,GB409_11,Is there ergative alignment of flagging in non-indicative moods?,"Brainard, 1993, p. 374",1,
kara1487,Karao,Austronesian,GB409_12,Is there ergative alignment of flagging in the realis status?,"Brainard, 1993, p. 173",1,
kara1487,Karao,Austronesian,GB409_13,Is there ergative alignment of flagging in the irrealis status?,"Brainard, 1993, p. 374",1,
kara1487,Karao,Austronesian,GB409_14,Is there ergative alignment of flagging in the context of an agentive A?,"Brainard, 1993, p. 173, 440",1,
kara1487,Karao,Austronesian,GB409_15,Is there ergative alignment of flagging in the context of a non-agentive A?,"Brainard, 1993, p. 173, 440",0,
kara1487,Karao,Austronesian,GB409_16,Is there ergative alignment of flagging in the context of a topical A?,"Brainard, 1993, p. 173, 440",1,
kara1487,Karao,Austronesian,GB409_17,Is there ergative alignment of flagging in the context of a non-topical A?,"Brainard, 1993, p. 173, 440",0,
kara1487,Karao,Austronesian,GB409_18,Is there ergative alignment of flagging in the context of an animate A?,"Brainard, 1993, p. 173",1,
kara1487,Karao,Austronesian,GB409_19,Is there ergative alignment of flagging in the context of an inanimate A?,"Brainard, 1993, p. 172",1,
kara1487,Karao,Austronesian,GB409_20,Is there ergative alignment of flagging in main clauses?,"Brainard, 1993, p. 172",1,
kara1487,Karao,Austronesian,GB409_21,Is there ergative alignment of flagging in non-main clauses?,,?,
kara1487,Karao,Austronesian,GB409_22,Is ergative alignment of flagging conditioned by any other factor?,,?,
kara1487,Karao,Austronesian,GB409_23,Are the ergative and the genitive expressed by the same marker?,"Brainard, 1993, p. 132",1,
kara1487,Karao,Austronesian,GB409_24,Are the ergative and the instrumental/comitative expressed by the same marker?,"Brainard, 1993, p. 271",1,misma marca que ABS
