Glottocode,Language,Family,Ergon_ID,Feature,Value,Source,Comment,curated,curated_comment,final_value
nort2885,Northern Subanen,Austronesian,GB409_1,Is there an overt marker for the absolutive?,1,"Daguman 2004: 58, 82, 86, 116",There is an explicit marker for the absolutive case.,,,1
nort2885,Northern Subanen,Austronesian,GB409_2,Is there ergative alignment of flagging on first person pronouns?,1,"Daguman 2004: 60-61, 65, 82",First-person pronouns show ergative alignment.,verified,"Verified against Daguman 2004:81-82 (sec. 3.2.4, Table 3.6); analysis summary p.122 (Table 4.4). Value 1 confirmed. Personal pronouns have distinct absolutive (S/O) and ergative (A) sets across all persons: 1SG ABS gakul/=u vs ERG nakul/=ku; 1PL.EXC ABS gami vs ERG nami; 1PL.INC ABS gita vs ERG nita. Daguman: the absolutive set occurs as S/O, the ergative set as A. CAVEAT: theory-dependent. This is Daguman's ergative analysis of a Philippine-type (symmetrical-voice) language; under a symmetrical-voice analysis the same data need not be ergative. Coding is faithful to the cited source.",1
nort2885,Northern Subanen,Austronesian,GB409_3,Is there ergative alignment of flagging on second person pronouns?,1,"Daguman 2004: 47, 50, 82",Second-person pronouns show ergative alignment.,verified,Verified against Daguman 2004:81-82 (Table 3.6). Value 1 confirmed. 2nd person distinguishes absolutive (2SG gala/=ka; 2PL gamu) from ergative (2SG =mu; 2PL niu). No person split (Table 4.4). CAVEAT: theory-dependent. This is Daguman's ergative analysis of a Philippine-type (symmetrical-voice) language; under a symmetrical-voice analysis the same data need not be ergative. Coding is faithful to the cited source.,1
nort2885,Northern Subanen,Austronesian,GB409_4,Is there ergative alignment of flagging on third person pronouns?,1,"Daguman 2004: 47, 82",Third-person pronouns show ergative alignment.,verified,Verified against Daguman 2004:81-82 (Table 3.6). Value 1 confirmed. 3rd person distinguishes absolutive (3SG gen; 3PL gilan) from ergative (3SG niin/=an; 3PL nilan). No person split. CAVEAT: theory-dependent. This is Daguman's ergative analysis of a Philippine-type (symmetrical-voice) language; under a symmetrical-voice analysis the same data need not be ergative. Coding is faithful to the cited source.,1
nort2885,Northern Subanen,Austronesian,GB409_5,Is there ergative alignment of flagging on full NPs?,1,Daguman 2004: 116,Full NP's exhibit ergative-absolutive alignment.,verified,"Verified against Daguman 2004:116 (NP case marking) and summary p.122 (Table 4.4: analytic case marker = ergative-absolutive). Value 1 confirmed. Daguman concludes 'No split coding is observed... Northern Subanen is a morphologically ergative language', full-NP markers coding S=O (absolutive) vs A (ergative). CAVEAT: theory-dependent. This is Daguman's ergative analysis of a Philippine-type (symmetrical-voice) language; under a symmetrical-voice analysis the same data need not be ergative. Coding is faithful to the cited source.",1
nort2885,Northern Subanen,Austronesian,GB409_6,Is there ergative alignment of flagging in the imperfective aspect?,1,Daguman 2004: 262,Clauses with imperfective aspect exhibit ergative alignment.,,,1
nort2885,Northern Subanen,Austronesian,GB409_7,Is there ergative alignment of flagging in the perfective aspect?,1,Daguman 2004: 116,Clauses with perfective aspect exhibit ergative alignment.,,,1
nort2885,Northern Subanen,Austronesian,GB409_8,Is there ergative alignment of flagging in the past tense?,1,Daguman 2004: 116,Past-tense clauses exhibit ergative alignment.,,,1
nort2885,Northern Subanen,Austronesian,GB409_9,Is there ergative alignment of flagging in non-past tenses?,1,"Daguman 2004: 262, 273, 331",Clauses in non-past tense exhibit ergative alignment.,,,1
nort2885,Northern Subanen,Austronesian,GB409_10,Is there ergative alignment of flagging in the indicative mood?,1,Daguman 2004: 116,Clauses in indicative mode show an ergative alignment.,,,1
nort2885,Northern Subanen,Austronesian,GB409_11,Is there ergative alignment of flagging in non-indicative moods?,1,Daguman 2004: 502-503,Clauses in non-indicative mode show an ergative alignment.,,,1
nort2885,Northern Subanen,Austronesian,GB409_12,Is there ergative alignment of flagging in the realis status?,1,Daguman 2004: 116,Clauses with realis status show ergative alignment.,,,1
nort2885,Northern Subanen,Austronesian,GB409_13,Is there ergative alignment of flagging in the irrealis status?,1,"Daguman 2004: 262, 273",Clauses with irrealis status show ergative alignment.,,,1
nort2885,Northern Subanen,Austronesian,GB409_14,Is there ergative alignment of flagging in the context of an agentive A?,1,Daguman 2004: 116,"In the context of an agentive A argument, ergative alignment is observed.",,,1
nort2885,Northern Subanen,Austronesian,GB409_15,Is there ergative alignment of flagging in the context of a non-agentive A?,1,"Daguman 2004: 403, 413, 422","In the context of a non-agentive argument A, ergative alignment is observed.",,,1
nort2885,Northern Subanen,Austronesian,GB409_16,Is there ergative alignment of flagging in the context of a topical A?,1,"Daguman 2004: 65, 118, 150","In the context of a topical A, ergative alignment is shown.",,,1
nort2885,Northern Subanen,Austronesian,GB409_17,Is there ergative alignment of flagging in the context of a non-topical A?,1,Daguman 2004: 116,"In the context of a non-topical A, ergative alignment is shown.",,,1
nort2885,Northern Subanen,Austronesian,GB409_18,Is there ergative alignment of flagging in the context of an animate A?,1,Daguman 2004: 116-117,Clauses with animated A arguments exhibit ergative alignment.,,,1
nort2885,Northern Subanen,Austronesian,GB409_19,Is there ergative alignment of flagging in the context of an inanimate A?,1,"Daguman 2004: 116, 473",Clauses with non-animated A arguments exhibit ergative alignment.,,,1
nort2885,Northern Subanen,Austronesian,GB409_20,Is there ergative alignment of flagging in main clauses?,1,"Daguman 2004: 116, 150",Main clauses exhibit ergative alignment.,,,1
nort2885,Northern Subanen,Austronesian,GB409_21,Is there ergative alignment of flagging in non-main clauses?,1,"Daguman 2004: 573, 576",Non-main clauses exhibit ergative alignment.,,,1
nort2885,Northern Subanen,Austronesian,GB409_22,Is ergative alignment of flagging conditioned by any other factor?,1,"Daguman 2004: 114, 116, 153, 199, 207",Ergative marking is conditioned by the nature of the noun and by restrictions on the use of demonstratives.,,,1
nort2885,Northern Subanen,Austronesian,GB409_23,Are the ergative and the genitive expressed by the same marker?,1,"Daguman 2004: 86, 123",The ergative case has the same mark as the genitive marker.,,,1
nort2885,Northern Subanen,Austronesian,GB409_24,Are the ergative and the instrumental/comitative expressed by the same marker?,1,"Daguman 2004: 116, 123",The ergative case has the same mark as the instrumental and comitative marker.,,,1
