Glottocode,Language,Family,Ergon_ID,Feature,Value,Source,Comment,curated,curated_comment,final_value
east2851,Geshiza,Trans-Himalayan,GB409_1,Is there an overt marker for the absolutive?,0,Honkasalo 2019:379,Unmarked.,,,0
east2851,Geshiza,Trans-Himalayan,GB409_2,Is there ergative alignment of flagging on first person pronouns?,1,Honkasalo 2019:298,See table 4.68,,,1
east2851,Geshiza,Trans-Himalayan,GB409_3,Is there ergative alignment of flagging on second person pronouns?,1,Honkasalo 2019:298,See table 4.68,,,1
east2851,Geshiza,Trans-Himalayan,GB409_4,Is there ergative alignment of flagging on third person pronouns?,1,Honkasalo 2019:298,See table 4.68,,,1
east2851,Geshiza,Trans-Himalayan,GB409_5,Is there ergative alignment of flagging on full NPs?,1,Honkasalo 2019:381,See example (5.54),,,1
east2851,Geshiza,Trans-Himalayan,GB409_6,Is there ergative alignment of flagging in the imperfective aspect?,1,Honkasalo 2019:381,See example (5.54),,,1
east2851,Geshiza,Trans-Himalayan,GB409_7,Is there ergative alignment of flagging in the perfective aspect?,1,Honkasalo 2019:488,See example (7.63),,,1
east2851,Geshiza,Trans-Himalayan,GB409_8,Is there ergative alignment of flagging in the past tense?,1,Honkasalo 2019:381,See example (5.54),,,1
east2851,Geshiza,Trans-Himalayan,GB409_9,Is there ergative alignment of flagging in non-past tenses?,1,Honkasalo 2019:490,See example (7.71),,,1
east2851,Geshiza,Trans-Himalayan,GB409_10,Is there ergative alignment of flagging in the indicative mood?,1,Honkasalo 2019:381,See example (5.54),,,1
east2851,Geshiza,Trans-Himalayan,GB409_11,Is there ergative alignment of flagging in non-indicative moods?,1,Honkasalo 2019:490,See example (7.71),,,1
east2851,Geshiza,Trans-Himalayan,GB409_12,Is there ergative alignment of flagging in the realis status?,1,Honkasalo 2019:381,See example (5.54),,,1
east2851,Geshiza,Trans-Himalayan,GB409_13,Is there ergative alignment of flagging in the irrealis status?,1,Honkasalo 2019:490,See example (7.71),,,1
east2851,Geshiza,Trans-Himalayan,GB409_14,Is there ergative alignment of flagging in the context of an agentive A?,1,Honkasalo 2019:488,See example (7.63),,,1
east2851,Geshiza,Trans-Himalayan,GB409_15,Is there ergative alignment of flagging in the context of a non-agentive A?,1,Honkasalo 2019:492,See example (7.79),,,1
east2851,Geshiza,Trans-Himalayan,GB409_16,Is there ergative alignment of flagging in the context of a topical A?,1,"Honkasalo 2019:490,703","The source mentions that all thematic roles can be topicalized, but does not say whether this applies to arguments. Example x shows a topicalization in A. See example (7.71)",,,1
east2851,Geshiza,Trans-Himalayan,GB409_17,Is there ergative alignment of flagging in the context of a non-topical A?,1,Honkasalo 2019:in passim,The grammar describes case marking and alingments in the language but there is no mention nor evidence of a split based on the topicality of the A argument.,,,1
east2851,Geshiza,Trans-Himalayan,GB409_18,Is there ergative alignment of flagging in the context of an animate A?,1,Honkasalo 2019:488,See example (7.63),,,1
east2851,Geshiza,Trans-Himalayan,GB409_19,Is there ergative alignment of flagging in the context of an inanimate A?,1,Honkasalo 2019:488,See example (7.65),,,1
east2851,Geshiza,Trans-Himalayan,GB409_20,Is there ergative alignment of flagging in main clauses?,1,Honkasalo 2019:381,See example (5.54),,,1
east2851,Geshiza,Trans-Himalayan,GB409_21,Is there ergative alignment of flagging in non-main clauses?,1,Honkasalo 2019:688,See example (12.63),,,1
east2851,Geshiza,Trans-Himalayan,GB409_22,Is ergative alignment of flagging conditioned by any other factor?,0,Honkasalo 2019:in passim,There are no additional splits.,,,0
east2851,Geshiza,Trans-Himalayan,GB409_23,Are the ergative and the genitive expressed by the same marker?,0,Honkasalo 2019:379,,,,0
east2851,Geshiza,Trans-Himalayan,GB409_24,Are the ergative and the instrumental/comitative expressed by the same marker?,0,Honkasalo 2019:379,,,,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
