Glottocode,Language,Family,Ergon_ID,Feature,Value,Source,Comment,curated,curated_comment,final_value
east2516,East Kewa,Trans-New Guinea,GB409_1,Is there an overt marker for the absolutive?,0,Yarapea 2013:55,Unmarked.,,,0
east2516,East Kewa,Trans-New Guinea,GB409_2,Is there ergative alignment of flagging on first person pronouns?,1,Yarapea 2013:108,See example (6.4a),,,1
east2516,East Kewa,Trans-New Guinea,GB409_3,Is there ergative alignment of flagging on second person pronouns?,1,Yarapea 2013:75,See example (4.31a),,,1
east2516,East Kewa,Trans-New Guinea,GB409_4,Is there ergative alignment of flagging on third person pronouns?,1,Yarapea 2013:75,See example (4.30b),,,1
east2516,East Kewa,Trans-New Guinea,GB409_5,Is there ergative alignment of flagging on full NPs?,1,Yarapea 2013:55,"See examples (4.1b), (4.2).",,,1
east2516,East Kewa,Trans-New Guinea,GB409_6,Is there ergative alignment of flagging in the imperfective aspect?,1,Yarapea 2013:75,See example (4.31a),,,1
east2516,East Kewa,Trans-New Guinea,GB409_7,Is there ergative alignment of flagging in the perfective aspect?,1,Yarapea 2013:110,See example (6.6a),,,1
east2516,East Kewa,Trans-New Guinea,GB409_8,Is there ergative alignment of flagging in the past tense?,1,Yarapea 2013:55,"See examples (4.1b), (4.2).",,,1
east2516,East Kewa,Trans-New Guinea,GB409_9,Is there ergative alignment of flagging in non-past tenses?,1,Yarapea 2013:75,See example (4.31a),,,1
east2516,East Kewa,Trans-New Guinea,GB409_10,Is there ergative alignment of flagging in the indicative mood?,1,Yarapea 2013:75,See example (4.31a),,,1
east2516,East Kewa,Trans-New Guinea,GB409_11,Is there ergative alignment of flagging in non-indicative moods?,1,"Yarapea 2013:69, 72","See examples (4.24c), (4.26)",,,1
east2516,East Kewa,Trans-New Guinea,GB409_12,Is there ergative alignment of flagging in the realis status?,1,Yarapea 2013:55,"See examples (4.1b), (4.2)",,,1
east2516,East Kewa,Trans-New Guinea,GB409_13,Is there ergative alignment of flagging in the irrealis status?,1,Yarapea 2013:126,"See examples (7.2a), (7ab)",,,1
east2516,East Kewa,Trans-New Guinea,GB409_14,Is there ergative alignment of flagging in the context of an agentive A?,1,Yarapea 2013:55,"See examples (4.1b), (4.2)",,,1
east2516,East Kewa,Trans-New Guinea,GB409_15,Is there ergative alignment of flagging in the context of a non-agentive A?,1,Yarapea 2013:145,See example (7.38c),,,1
east2516,East Kewa,Trans-New Guinea,GB409_16,Is there ergative alignment of flagging in the context of a topical A?,1,Yarapea 2013:60,See example (4.12a),,,1
east2516,East Kewa,Trans-New Guinea,GB409_17,Is there ergative alignment of flagging in the context of a non-topical A?,1,Yarapea 2013:60,"See example (4.12b), (4.12c)",,,1
east2516,East Kewa,Trans-New Guinea,GB409_18,Is there ergative alignment of flagging in the context of an animate A?,1,Yarapea 2013:55,"See examples (4.1b), (4.2)",,,1
east2516,East Kewa,Trans-New Guinea,GB409_19,Is there ergative alignment of flagging in the context of an inanimate A?,1,Yarapea 2013:55,See examples (4.4),,,1
east2516,East Kewa,Trans-New Guinea,GB409_20,Is there ergative alignment of flagging in main clauses?,1,Yarapea 2013:55,"See examples (4.1b), (4.2)",,,1
east2516,East Kewa,Trans-New Guinea,GB409_21,Is there ergative alignment of flagging in non-main clauses?,1,Yarapea 2013:133,"See examples (7.19a), (7.19b)",,,1
east2516,East Kewa,Trans-New Guinea,GB409_22,Is ergative alignment of flagging conditioned by any other factor?,?,Yarapea 2013:in passim,There are no additional splits.,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2516,East Kewa,Trans-New Guinea,GB409_23,Are the ergative and the genitive expressed by the same marker?,1,Yarapea 2013:73,See example (4.28a).,,,1
east2516,East Kewa,Trans-New Guinea,GB409_24,Are the ergative and the instrumental/comitative expressed by the same marker?,1,Yarapea 2013:47,See example (4.9a).,,,1
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
