Glottocode,Language,Family,Ergon_ID,Feature,Value,Source,Comment,curated,curated_comment,final_value
east2694,Eastern Subanun,Austronesian,GB409_1,Is there an overt marker for the absolutive?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_2,Is there ergative alignment of flagging on first person pronouns?,0,"Verstraelen 1973:241, 246",,,,0
east2694,Eastern Subanun,Austronesian,GB409_3,Is there ergative alignment of flagging on second person pronouns?,0,"Verstraelen 1973:241, 246",,,,0
east2694,Eastern Subanun,Austronesian,GB409_4,Is there ergative alignment of flagging on third person pronouns?,0,"Verstraelen 1973:241, 246",,,,0
east2694,Eastern Subanun,Austronesian,GB409_5,Is there ergative alignment of flagging on full NPs?,1,Verstraelen 1973:247,,,,1
east2694,Eastern Subanun,Austronesian,GB409_6,Is there ergative alignment of flagging in the imperfective aspect?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_7,Is there ergative alignment of flagging in the perfective aspect?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_8,Is there ergative alignment of flagging in the past tense?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_9,Is there ergative alignment of flagging in non-past tenses?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_10,Is there ergative alignment of flagging in the indicative mood?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_11,Is there ergative alignment of flagging in non-indicative moods?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_12,Is there ergative alignment of flagging in the realis status?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_13,Is there ergative alignment of flagging in the irrealis status?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_14,Is there ergative alignment of flagging in the context of an agentive A?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_15,Is there ergative alignment of flagging in the context of a non-agentive A?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_16,Is there ergative alignment of flagging in the context of a topical A?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_17,Is there ergative alignment of flagging in the context of a non-topical A?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_18,Is there ergative alignment of flagging in the context of an animate A?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_19,Is there ergative alignment of flagging in the context of an inanimate A?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_20,Is there ergative alignment of flagging in main clauses?,1,Verstraelen 1973:237-340,Only with verbs referred to as passive by the author.,,,1
east2694,Eastern Subanun,Austronesian,GB409_21,Is there ergative alignment of flagging in non-main clauses?,1,Verstraelen 1973:247,,,,1
east2694,Eastern Subanun,Austronesian,GB409_22,Is ergative alignment of flagging conditioned by any other factor?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_23,Are the ergative and the genitive expressed by the same marker?,?,Verstraelen 1973:239-240,Arguments with an ergative marker are referred to as genitive phrases by the author.,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
east2694,Eastern Subanun,Austronesian,GB409_24,Are the ergative and the instrumental/comitative expressed by the same marker?,?,Verstraelen 1973:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
